,PERMNO_x,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,CUSIP,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMDIS,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,BEGVOL,ENDVOL,yrMonth,TICKER,PERMNO_y,date,DIVAMT,PRC,RET,sprtrn,initialShr,value
112,12402,53578,11,100,PRMW,PRIMO WATER CORP,PRMW,312112.0,Q,A,R,74165N10,60069616,65908,3,9999,1,0,82,1,559,20101105,20191231,20101105,20191231,20101105,20191231,20101105,20191231,20101105,PRMW,,,,,,,,
113,12403,53579,31,233,,R D A MICROELECTRONICS INC,RDA,334413.0,Q,A,R,74939410,60069695,66032,3,9999,1,3,14,1,355,20101110,20140718,20101110,20140718,20101110,20140718,20101110,20140718,20101110,,,,,,,,,
114,12405,53580,12,233,,SODASTREAM INTERNATIONAL LTD,SODA,311930.0,Q,A,R,M9068E10,60070125,66781,3,9999,1,1,24,1,504,20101103,20181204,20101103,20181204,20101103,20181204,20101103,20181204,20101103,,,,,,,,,
115,12406,53581,11,233,,S P BANCORP INC,SPBC,551111.0,Q,A,R,78468K10,60069990,66541,3,9999,1,1,34,1,368,20101101,20141017,20101101,20141017,20101101,20141017,20101101,20141017,20101101,,,,,,,,,
116,12409,53582,11,233,,SUN HEALTHCARE GROUP INC NEW,SUNH,623110.0,Q,A,R,86677E10,60051390,67154,3,8051,2,1,21,1,96,20101116,20121203,20101116,20121203,20101116,20121203,20101116,20121203,20101116,,,,,,,,,
117,12410,53583,11,233,,FRESH MARKET INC,TFM,445110.0,Q,A,R,35804H10,60069838,66267,3,9999,1,1,50,1,253,20101105,20160427,20101105,20160427,20101105,20160427,20101105,20160427,20101105,,,,,,,,,
118,12411,53584,12,100,ABUS,ARBUTUS BIOPHARMA CORP,ABUS,325412.0,Q,A,R,03879J10,60065465,58169,3,9999,2,0,65,1,762,20101115,20191231,20101115,20191231,20101115,20191231,20101115,20191231,20101115,ABUS,,,,,,,,
119,12412,46431,73,100,VNQI,VANGUARD INTL EQUITY INDEX FUNDS,VNQI,525990.0,Q,A,R,92204267,60058222,67074,3,6726,2,28,354,1,508,20101101,20191231,20101101,20191231,20101101,20191231,20101101,20191231,20101101,VNQI,,,,,,,,
120,12413,53585,11,100,ZGNX,ZOGENIX INC,ZGNX,325412.0,Q,A,R,98978L20,60070127,66784,3,9999,3,1,89,1,418,20101123,20191231,20101123,20191231,20101123,20191231,20101123,20191231,20101123,ZGNX,,,,,,,,
121,12437,20325,11,100,RFP,RESOLUTE FOREST PRODUCTS INC,RFP,113310.0,N,A,R,76117W10,0,0,1,2411,3,1,111,1,0,20101220,20191231,20101220,20191231,20101220,20191231,20101220,20191231,20101220,RFP,,,,,,,,
122,12444,53605,31,233,,E COMMERCE CHINA DANGDANG INC,DANG,454111.0,N,A,R,26833A10,0,0,1,5961,1,1,1,1,0,20101208,20160920,20101208,20160920,20101208,20160920,20101208,20160920,20101208,,,,,,,,,
123,12446,53607,11,584,,GLOBAL BROKERAGE INC,GLBR,523130.0,Q,A,R,37891B10,60070484,67376,3,4813,5,17,84,1,51,20101202,20171228,20101202,20171228,20101202,20171228,20101202,20171228,20101202,,,,,,,,,
124,12447,53608,12,100,AG,FIRST MAJESTIC SILVER CORP,AG,212222.0,N,A,R,32076V10,0,0,1,1044,2,0,111,1,0,20101215,20191231,20101215,20191231,20101215,20191231,20101215,20191231,20101215,AG,,,,,,,,
125,12448,53609,11,100,FRC,FIRST REPUBLIC BANK S F NEW,FRC,522110.0,N,A,R,33616C10,0,0,1,6022,3,30,112,1,0,20101209,20191231,20101209,20191231,20101209,20191231,20101209,20191231,20101209,FRC,,,,,,,,
126,12449,53610,11,100,FLT,FLEETCOR TECHNOLOGIES INC,FLT,561499.0,N,A,R,33904110,0,0,1,7389,2,0,111,1,0,20101215,20191231,20101215,20191231,20101215,20191231,20101215,20191231,20101215,FLT,,,,,,,,
127,12450,53611,11,233,,FORTEGRA FINANCIAL CORP,FRF,524210.0,N,A,R,34954W10,0,0,1,6411,1,1,49,1,0,20101217,20141203,20101217,20141203,20101217,20141203,20101217,20141203,20101217,,,,,,,,,
128,12451,53612,11,100,GCAP,GAIN CAPITAL HOLDINGS INC,GCAP,523130.0,N,A,R,36268W10,0,0,1,6221,5,33,114,1,0,20101215,20191231,20101215,20191231,20101215,20191231,20101215,20191231,20101215,GCAP,,,,,,,,
129,12454,53614,31,233,,ISOFTSTONE HOLDINGS LTD,ISS,511210.0,N,A,R,46489B10,0,0,1,7371,1,1,1,1,0,20101214,20140829,20101214,20140829,20101214,20140829,20101214,20140829,20101214,,,,,,,,,
130,12455,53615,31,552,,LENTUO INTERNATIONAL INC,LAS,441110.0,N,A,R,52635310,0,0,1,5511,1,0,1,1,0,20101210,20150401,20101210,20150401,20101210,20150401,20101210,20150401,20101210,,,,,,,,,
131,12456,53616,11,233,,MOTOROLA MOBILITY HOLDINGS INC,MMI,334220.0,N,A,R,62009710,0,0,1,3663,1,1,17,1,0,20110104,20120521,20110104,20120521,20110104,20120521,20110104,20120521,20110104,,,,,,,,,
132,12457,52902,73,100,KBWP,INVESCO E T F TRUST II,KBWP,525990.0,Q,A,R,46138E58,60067091,67389,3,6726,3,39,135,1,88,20101202,20191231,20101202,20191231,20101202,20191231,20101202,20191231,20101202,KBWP,,,,,,,,
133,12461,52902,73,100,KBWD,INVESCO E T F TRUST II,KBWD,525990.0,Q,A,R,46138E61,60067091,67387,3,6726,3,110,197,1,124,20101202,20191231,20101202,20191231,20101202,20191231,20101202,20191231,20101202,KBWD,,,,,,,,
134,12462,52902,73,100,KBWY,INVESCO E T F TRUST II,KBWY,525990.0,Q,A,R,46138E59,60067091,67386,3,6726,3,109,235,1,231,20101202,20191231,20101202,20191231,20101202,20191231,20101202,20191231,20101202,KBWY,,,,,,,,
135,12464,53617,71,231,,Q R ENERGY L P,QRE,211111.0,N,A,R,74734R10,0,0,1,1311,1,24,48,1,0,20101217,20141119,20101217,20141119,20101217,20141119,20101217,20141119,20101217,,,,,,,,,
136,12472,53619,44,100,EDF,STONE HARBOR EMERG MKTS INC FD,EDF,525910.0,N,A,R,86164T10,0,0,1,6722,3,107,112,1,0,20101223,20191231,20101223,20191231,20101223,20191231,20101223,20191231,20101223,EDF,,,,,,,,
137,12473,53620,11,100,KNX,KNIGHT SWIFT TRANSPORT HDLGS INC,KNX,484121.0,N,A,R,49904910,0,0,1,4213,3,10,111,1,0,20101216,20191231,20101216,20191231,20101216,20191231,20101216,20191231,20101216,KNX,,,,,,,,
138,12476,53621,11,100,TRGP,TARGA RESOURCES CORP,TRGP,486210.0,N,A,R,87612G10,0,0,1,4922,1,36,110,1,0,20101207,20191231,20101207,20191231,20101207,20191231,20101207,20191231,20101207,TRGP,,,,,,,,
139,12477,53622,11,100,WD,WALKER & DUNLOP INC,WD,531210.0,N,A,R,93148P10,0,0,1,6531,2,8,111,1,0,20101215,20191231,20101215,20191231,20101215,20191231,20101215,20191231,20101215,WD,,,,,,,,
140,12478,53623,31,233,,YOUKU TUDOU INC,YOKU,519130.0,N,A,R,98742U10,0,0,1,3663,4,1,4,1,0,20101208,20160405,20101208,20160405,20101208,20160405,20101208,20160405,20101208,,,,,,,,,
141,12479,53569,12,584,,AUSTRALIA ACQUISITION CORP,AAC,523910.0,Q,A,R,G0636810,60070376,67204,3,9999,1,0,5,1,226,20101213,20121015,20101213,20121015,20101213,20121015,20101213,20121015,20101213,,,,,,,,,
142,12480,53624,11,100,ACNB,A C N B CORP,ACNB,522110.0,Q,A,R,00086810,70000509,70000542,3,6022,1,36,79,1,749,20101220,20191231,20101220,20191231,20101220,20191231,20101220,20191231,20101220,ACNB,,,,,,,,
143,12481,53625,31,233,,BONA FILM GROUP LIMITED,BONA,512110.0,Q,A,R,09777B10,60070397,67230,3,9999,1,1,19,1,552,20101209,20160408,20101209,20160408,20101209,20160408,20101209,20160408,20101209,,,,,,,,,
144,12484,53626,11,233,,CHINA SHENGDA PACKAGING GRP INC,CPGI,517110.0,Q,A,R,16950V20,60069201,65247,3,8000,2,2,41,1,434,20101210,20150915,20101210,20150915,20101210,20150915,20101210,20150915,20101210,,,,,,,,,
145,12485,53627,11,585,,6D GLOBAL TECHNOLOGIES INC,SIXD,213114.0,Q,A,R,83002F10,60068042,62976,3,1090,6,0,14,1,114,20101215,20150910,20101215,20150910,20101215,20150910,20101215,20150910,20101215,,,,,,,,,
146,12486,27382,11,570,,DYNASIL CORPORATION OF AMERICA,DYSL,327110.0,Q,A,R,26810220,70016847,70018315,3,3220,3,0,77,1,416,20101217,20190823,20101217,20190823,20101217,20190823,20101217,20190823,20101217,,,,,,,,,
147,12487,53628,11,100,HFBL,HOME FEDERAL BANCORP INC LA,HFBL,522120.0,Q,A,R,43708L10,60057754,45689,3,6035,3,37,80,1,606,20101222,20191231,20101222,20191231,20101222,20191231,20101222,20191231,20101222,HFBL,,,,,,,,
148,12488,53629,11,100,LEDS,SEMILEDS CORP,LEDS,334413.0,Q,A,R,81664520,60070147,66821,3,9999,2,1,76,1,469,20101209,20191231,20101209,20191231,20101209,20191231,20101209,20191231,20101209,LEDS,,,,,,,,
149,12489,53630,31,233,,SKY MOBI LIMITED,MOBI,511210.0,Q,A,R,83084G10,60070421,67271,3,9999,1,1,25,1,357,20101210,20161116,20101210,20161116,20101210,20161116,20101210,20161116,20101210,,,,,,,,,
150,12492,53631,31,100,OSN,OSSEN INNOVATION CO LTD,OSN,331110.0,Q,A,R,68841020,60070220,66934,3,9999,3,1,38,1,418,20101221,20191231,20101221,20191231,20101221,20191231,20101221,20191231,20101221,OSN,,,,,,,,
151,12493,15632,11,100,QADA,QAD INC,QADA,511210.0,Q,A,R,74727D30,60015469,67492,3,7372,1,38,90,1,888,20101216,20191231,20101216,20191231,20101216,20191231,20101216,20191231,20101216,QADA,,,,,,,,
152,12494,53632,11,100,RNET,RIGNET INC,RNET,517919.0,Q,A,R,76658210,60070438,67292,3,9999,2,0,83,1,628,20101215,20191231,20101215,20191231,20101215,20191231,20101215,20191231,20101215,RNET,,,,,,,,
153,12495,53633,12,100,SGOC,S G O C O GROUP LTD,SGOC,334419.0,Q,A,R,G8075112,60066948,60683,3,6022,5,1,30,1,481,20101220,20191231,20101220,20191231,20101220,20191231,20101220,20191231,20101220,SGOC,,,,,,,,
154,12496,53634,11,574,,UNI PIXEL INC,UNXL,334419.0,Q,A,R,90457220,60050242,35307,3,9999,2,1,66,1,514,20101210,20170911,20101210,20170911,20101210,20170911,20101210,20170911,20101210,,,,,,,,,
155,12497,53635,11,100,ASMB,ASSEMBLY BIOSCIENCES INC,ASMB,325412.0,Q,A,R,04539610,60070014,66581,3,9999,3,1,86,1,481,20101217,20191231,20101217,20191231,20101217,20191231,20101217,20191231,20101217,ASMB,,,,,,,,
156,12498,53636,11,241,,ANCHOR BANCORP WA,ANCB,522110.0,Q,A,R,03283810,60068090,63231,3,9999,2,2,72,1,623,20110126,20181115,20110126,20181115,20110126,20181115,20110126,20181115,20110126,,,,,,,,,
157,12499,53637,31,233,,B C D SEMICONDUCTOR MANUFACT LTD,BCDS,334413.0,Q,A,R,05534720,60070339,67147,3,9999,1,1,9,1,217,20110128,20130305,20110128,20130305,20110128,20130305,20110128,20130305,20110128,,,,,,,,,
158,12500,53638,12,100,DCIX,PERFORMANCE SHIPPING INC,DCIX,483111.0,Q,A,R,Y6730510,60070511,67438,3,9999,8,26,48,1,547,20110119,20191231,20110119,20191231,20110119,20191231,20110119,20191231,20110119,DCIX,,,,,,,,
159,12501,46153,11,231,,FAIRPOINT COMMUNICATIONS INC,FRP,517911.0,Q,A,R,30556030,60058056,67551,3,9999,2,1,57,1,405,20110125,20170703,20110125,20170703,20110125,20170703,20110125,20170703,20110125,,,,,,,,,
160,12502,53639,11,100,OFED,OCONEE FEDERAL FINANCIAL CORP,OFED,522120.0,Q,A,R,67560710,60070244,66974,3,9999,3,35,81,1,689,20110114,20191231,20110114,20191231,20110114,20191231,20110114,20191231,20110114,OFED,,,,,,,,
161,12505,53640,14,100,OXLC,OXFORD LANE CAPITAL CORP,OXLC,523910.0,Q,A,R,69154310,60069964,66484,3,9999,2,53,19,1,776,20110120,20191231,20110120,20191231,20110120,20191231,20110120,20191231,20110120,OXLC,,,,,,,,
162,12506,53641,12,585,,TIBET PHARMACEUTICALS INC,TBET,541710.0,Q,A,R,G8861510,60070020,66592,3,9999,1,0,6,1,159,20110125,20120402,20110125,20120402,20110125,20120402,20110125,20120402,20110125,,,,,,,,,
163,12507,53642,12,552,,VELTI PLC,VELT,511210.0,Q,A,R,G9328510,60069835,66254,3,9999,1,0,11,1,233,20110128,20131213,20110128,20131213,20110128,20131213,20110128,20131213,20110128,,,,,,,,,
164,12508,53643,73,100,VXUS,VANGUARD STAR FUNDS,VXUS,525990.0,Q,A,R,92190976,60070597,67577,3,6726,2,31,1241,1,612,20110128,20191231,20110128,20191231,20110128,20191231,20110128,20191231,20110128,VXUS,,,,,,,,
165,12509,53644,11,241,,WOLVERINE BANCORP INC,WBKC,551111.0,Q,A,R,97788010,60070190,66885,3,9999,1,8,54,1,401,20110120,20171016,20110120,20171016,20110120,20171016,20110120,20171016,20110120,,,,,,,,,
166,12513,53645,18,100,AAT,AMERICAN ASSETS TRUST INC,AAT,531110.0,N,A,R,02401310,0,0,1,6798,2,36,110,1,0,20110113,20191231,20110113,20191231,20110113,20191231,20110113,20191231,20110113,AAT,,,,,,,,
167,12514,53646,44,100,ACP,ABERDEEN INCOME CREDIT STRATS FD,ACP,525910.0,N,A,R,00305710,0,0,1,6722,3,112,111,1,0,20110127,20191231,20110127,20191231,20110127,20191231,20110127,20191231,20110127,ACP,,,,,,,,
168,12515,53647,11,100,BKU,BANKUNITED INC,BKU,522110.0,N,A,R,06652K10,0,0,1,6021,4,35,112,1,0,20110128,20191231,20110128,20191231,20110128,20191231,20110128,20191231,20110128,BKU,,,,,,,,
169,12516,53648,44,100,BGX,BLACKSTONE GSO LG SHT CR INC FD,BGX,525910.0,N,A,R,09257D10,0,0,1,6722,2,112,110,1,0,20110127,20191231,20110127,20191231,20110127,20191231,20110127,20191231,20110127,BGX,,,,,,,,
170,12521,53649,11,100,LEAF,LEAF GROUP LTD,LEAF,518210.0,N,A,R,52177G10,0,0,1,7374,5,2,113,1,0,20110126,20191231,20110126,20191231,20110126,20191231,20110126,20191231,20110126,LEAF,,,,,,,,
171,12523,53651,44,100,GNT,GAMCO NATURAL RES GOLD & INC TR,GNT,525990.0,N,A,R,36465E10,0,0,1,6726,2,105,110,1,0,20110127,20191231,20110127,20191231,20110127,20191231,20110127,20191231,20110127,GNT,,,,,,,,
172,12528,53653,14,100,MCC,MEDLEY CAPITAL CORP,MCC,525990.0,N,A,R,58503F10,0,0,1,6726,3,32,111,1,0,20110120,20191231,20110120,20191231,20110120,20191231,20110120,20191231,20110120,MCC,,,,,,,,
173,12540,53654,12,100,AGRO,ADECOAGRO S A,AGRO,111110.0,N,A,R,L0084910,0,0,1,5153,2,0,110,1,0,20110128,20191231,20110128,20191231,20110128,20191231,20110128,20191231,20110128,AGRO,,,,,,,,
174,12541,53655,12,100,INXN,INTERXION HOLDING N V,INXN,541511.0,N,A,R,N4727910,0,0,1,7371,2,0,109,1,0,20110128,20191231,20110128,20191231,20110128,20191231,20110128,20191231,20110128,INXN,,,,,,,,
175,12542,53656,12,100,NLSN,NIELSEN HOLDINGS PLC,NLSN,541720.0,N,A,R,G6518L10,0,0,1,8733,4,28,111,1,0,20110126,20191231,20110126,20191231,20110126,20191231,20110126,20191231,20110126,NLSN,,,,,,,,
176,12543,53657,14,100,AFT,APOLLO SENIOR FLTG RATE FUND INC,AFT,525910.0,N,A,R,03763610,0,0,1,6722,3,108,110,1,0,20110224,20191231,20110224,20191231,20110224,20191231,20110224,20191231,20110224,AFT,,,,,,,,
177,12557,53666,11,584,,EMERGENT CAPITAL INC,EMG,522291.0,N,A,R,29102N10,0,0,1,6399,4,0,77,1,0,20110208,20170202,20110208,20170202,20110208,20170202,20110208,20170202,20110208,,,,,,,,,
178,12558,53667,11,100,KMI,KINDER MORGAN INC,KMI,221210.0,N,A,R,49456B10,0,0,1,4923,3,34,110,1,0,20110211,20191231,20110211,20191231,20110211,20191231,20110211,20191231,20110211,KMI,,,,,,,,
179,12559,53668,11,100,NPTN,NEOPHOTONICS CORP,NPTN,334413.0,N,A,R,64051T10,0,0,1,3674,1,0,108,1,0,20110202,20191231,20110202,20191231,20110202,20191231,20110202,20191231,20110202,NPTN,,,,,,,,
180,12560,53669,44,100,JMF,NUVEEN ENERGY M L P TOTAL RET FD,JMF,525910.0,N,A,R,67074U10,0,0,1,6722,4,35,112,1,0,20110224,20191231,20110224,20191231,20110224,20191231,20110224,20191231,20110224,JMF,,,,,,,,
181,12566,53670,18,100,INN,SUMMIT HOTEL PROPERTIES INC,INN,721110.0,N,A,R,86608210,0,0,1,7011,3,35,110,1,0,20110209,20191231,20110209,20191231,20110209,20191231,20110209,20191231,20110209,INN,,,,,,,,
182,12572,53672,31,582,,ZUOAN FASHION LTD,ZA,315220.0,N,A,R,98982X20,0,0,1,2325,3,2,4,1,0,20110215,20150831,20110215,20150831,20110215,20150831,20110215,20150831,20110215,,,,,,,,,
183,12573,53673,11,100,ACRX,ACELRX PHARMACEUTICALS INC,ACRX,325412.0,Q,A,R,00444T10,60070472,67340,3,9999,2,0,86,1,514,20110211,20191231,20110211,20191231,20110211,20191231,20110211,20191231,20110211,ACRX,,,,,,,,
184,12574,53674,11,584,,B G MEDICINE INC,BGMD,621511.0,Q,A,R,08861T20,60066239,59447,3,8071,2,1,42,1,485,20110204,20150915,20110204,20150915,20110204,20150915,20110204,20150915,20110204,,,,,,,,,
185,12575,53675,11,233,,ENDOCYTE INC,ECYT,325412.0,Q,A,R,29269A10,60070092,66714,3,9999,2,1,79,1,294,20110204,20181220,20110204,20181220,20110204,20181220,20110204,20181220,20110204,,,,,,,,,
186,12576,53676,11,233,,EPOCRATES INC,EPOC,511210.0,Q,A,R,29429D10,60069993,66550,3,9999,1,1,18,1,140,20110202,20130311,20110202,20130311,20110202,20130311,20110202,20130311,20110202,,,,,,,,,
187,12577,53677,11,100,FLDM,FLUIDIGM CORP,FLDM,334513.0,Q,A,R,34385P10,60067365,61483,3,9999,1,0,83,1,333,20110210,20191231,20110210,20191231,20110210,20191231,20110210,20191231,20110210,FLDM,,,,,,,,
188,12578,52262,73,100,NXTG,FIRST TRUST E T F II,NXTG,525990.0,Q,A,R,33737K20,60065791,66763,3,6726,3,28,44,1,480,20110218,20191231,20110218,20191231,20110218,20191231,20110218,20191231,20110218,NXTG,,,,,,,,
189,12579,53678,11,100,GEVO,GEVO INC,GEVO,325199.0,Q,A,R,37439640,60070082,66698,3,9999,5,3,88,1,540,20110209,20191231,20110209,20191231,20110209,20191231,20110209,20191231,20110209,GEVO,,,,,,,,
190,12580,53679,11,552,,KIPS BAY MEDICAL INC,KIPS,334510.0,Q,A,R,49726K10,60069819,66229,3,9999,1,0,38,1,397,20110211,20140911,20110211,20140911,20110211,20140911,20110211,20140911,20110211,,,,,,,,,
191,12581,53680,11,233,,MMODAL INC,MODL,561410.0,Q,A,R,60689B10,60070415,67263,3,9999,2,1,17,1,123,20110204,20120817,20110204,20120817,20110204,20120817,20110204,20120817,20110204,,,,,,,,,
192,12582,53681,12,100,PCOM,POINTS INTERNATIONAL LTD,PCOM,541611.0,Q,A,R,73084320,70070352,70079991,3,7371,2,0,7,1,642,20110210,20191231,20110210,20191231,20110210,20191231,20110210,20191231,20110210,PCOM,,,,,,,,
193,12583,53682,11,100,PCRX,PACIRA BIOSCIENCES INC,PCRX,325412.0,Q,A,R,69512710,60070396,67229,3,9999,3,0,82,1,394,20110203,20191231,20110203,20191231,20110203,20191231,20110203,20191231,20110203,PCRX,,,,,,,,
194,12584,53683,14,100,SUNS,SOLAR SENIOR CAPITAL LTD,SUNS,523910.0,Q,A,R,83416M10,60070679,67709,3,9999,2,103,84,1,533,20110225,20191231,20110225,20191231,20110225,20191231,20110225,20191231,20110225,SUNS,,,,,,,,
195,12585,53684,11,584,,SWISHER HYGIENE INC,SWSH,311520.0,Q,A,R,87080830,60070386,67216,3,9999,2,1,43,1,274,20110202,20160114,20110202,20160114,20110202,20160114,20110202,20160114,20110202,,,,,,,,,
196,12586,53685,11,233,,TRUNKBOW INTERNATIONAL HLDGS LTD,TBOW,511210.0,Q,A,R,89818A10,60070414,67262,3,9999,3,1,32,1,337,20110203,20140414,20110203,20140414,20110203,20140414,20110203,20140414,20110203,,,,,,,,,
197,12587,53686,12,100,WMGI,WRIGHT MEDICAL GROUP N V,WMGI,339113.0,Q,A,R,N9661711,60069882,66364,3,9999,2,0,82,1,368,20110203,20191231,20110203,20191231,20110203,20191231,20110203,20191231,20110203,WMGI,,,,,,,,
198,12588,16549,11,100,USCR,U S CONCRETE INC,USCR,327999.0,Q,A,R,90333L20,60070261,67001,3,9999,1,0,80,1,623,20110201,20191231,20110201,20191231,20110201,20191231,20110201,20191231,20110201,USCR,,,,,,,,
199,12591,53688,11,100,APO,APOLLO GLOBAL MANAGEMENT INC,APO,523920.0,N,A,R,03768E10,0,0,1,6282,2,42,108,1,0,20110330,20191231,20110330,20191231,20110330,20191231,20110330,20191231,20110330,APO,,,,,,,,
200,12593,53690,44,100,BCX,BLACKROCK RESOUR & COMM STRAT TR,BCX,523991.0,N,A,R,09257A10,0,0,1,6733,3,77,109,1,0,20110329,20191231,20110329,20191231,20110329,20191231,20110329,20191231,20110329,BCX,,,,,,,,
201,12615,53694,11,100,FF,FUTUREFUEL CORP,FF,325199.0,N,A,R,36116M10,0,0,1,2869,4,38,110,1,0,20110323,20191231,20110323,20191231,20110323,20191231,20110323,20191231,20110323,FF,,,,,,,,
202,12622,53696,11,100,HCA,H C A HEALTHCARE INC,HCA,622110.0,N,A,R,40412C10,0,0,1,8062,4,11,110,1,0,20110310,20191231,20110310,20191231,20110310,20191231,20110310,20191231,20110310,HCA,,,,,,,,
203,12623,53697,11,100,HII,HUNTINGTON INGALLS INDS INC,HII,423860.0,N,A,R,44641310,0,0,1,5088,3,29,108,1,0,20110331,20191231,20110331,20191231,20110331,20191231,20110331,20191231,20110331,HII,,,,,,,,
204,12628,37493,73,100,MCHI,ISHARES TRUST,MCHI,525990.0,Q,A,R,46429B67,60020878,68124,3,6726,4,18,155,1,110,20110331,20191231,20110331,20191231,20110331,20191231,20110331,20191231,20110331,MCHI,,,,,,,,
205,12629,53698,11,100,MX,MAGNACHIP SEMICONDUCTOR CORP,MX,334413.0,N,A,R,55933J20,0,0,1,3674,1,0,107,1,0,20110311,20191231,20110311,20191231,20110311,20191231,20110311,20191231,20110311,MX,,,,,,,,
206,12636,53700,31,233,,QIHOO 360 TECHNOLOGY CO LTD,QIHU,511210.0,N,A,R,74734M10,0,0,1,7371,1,1,2,1,0,20110330,20160715,20110330,20160715,20110330,20160715,20110330,20160715,20110330,,,,,,,,,
207,12639,53702,11,100,CSOD,CORNERSTONE ONDEMAND INC,CSOD,511210.0,Q,A,R,21925Y10,60070451,67312,3,9999,1,0,72,1,275,20110317,20191231,20110317,20191231,20110317,20191231,20110317,20191231,20110317,CSOD,,,,,,,,
208,12640,53704,11,100,SREV,SERVICESOURCE INTERNATIONAL INC,SREV,511210.0,Q,A,R,81763U10,60070737,67804,3,9999,2,0,78,1,258,20110325,20191231,20110325,20191231,20110325,20191231,20110325,20191231,20110325,SREV,,,,,,,,
209,12641,53705,11,100,AL,AIR LEASE CORP,AL,532490.0,N,A,R,00912X30,0,0,1,7359,2,28,107,1,0,20110419,20191231,20110419,20191231,20110419,20191231,20110419,20191231,20110419,AL,,,,,,,,
210,12644,53706,71,100,UAN,C V R PARTNERS LP,UAN,325311.0,N,A,R,12663310,0,0,1,2873,1,25,106,1,0,20110408,20191231,20110408,20191231,20110408,20191231,20110408,20191231,20110408,UAN,,,,,,,,
211,12645,53707,11,233,,ELLIE MAE INC,ELLI,511210.0,N,A,R,28849P10,0,0,1,7371,3,1,100,1,0,20110415,20190416,20110415,20190416,20110415,20190416,20110415,20190416,20110415,,,,,,,,,
212,12646,53708,73,100,FPA,FIRST TR EXCH TRD ALPHADEX FD II,FPA,525990.0,Q,A,R,33737J10,60074947,68261,3,6726,4,32,86,1,146,20110419,20191231,20110419,20191231,20110419,20191231,20110419,20191231,20110419,FPA,,,,,,,,
213,12647,53708,73,100,FEP,FIRST TR EXCH TRD ALPHADEX FD II,FEP,525990.0,Q,A,R,33737J11,60074947,68259,3,6726,4,31,194,1,119,20110419,20191231,20110419,20191231,20110419,20191231,20110419,20191231,20110419,FEP,,,,,,,,
214,12648,53708,73,100,FLN,FIRST TR EXCH TRD ALPHADEX FD II,FLN,525990.0,Q,A,R,33737J12,60074947,68260,3,6726,4,29,146,1,155,20110419,20191231,20110419,20191231,20110419,20191231,20110419,20191231,20110419,FLN,,,,,,,,
215,12649,53708,73,100,FBZ,FIRST TR EXCH TRD ALPHADEX FD II,FBZ,525990.0,Q,A,R,33737J13,60074947,68262,3,6726,4,34,165,1,204,20110419,20191231,20110419,20191231,20110419,20191231,20110419,20191231,20110419,FBZ,,,,,,,,
216,12651,53708,73,100,FCA,FIRST TR EXCH TRD ALPHADEX FD II,FCA,525990.0,Q,A,R,33737J14,60074947,68263,3,6726,4,24,75,1,91,20110419,20191231,20110419,20191231,20110419,20191231,20110419,20191231,20110419,FCA,,,,,,,,
217,12652,53708,73,100,FJP,FIRST TR EXCH TRD ALPHADEX FD II,FJP,525990.0,Q,A,R,33737J15,60074947,68265,3,6726,4,19,161,1,180,20110419,20191231,20110419,20191231,20110419,20191231,20110419,20191231,20110419,FJP,,,,,,,,
218,12653,53708,73,100,FKO,FIRST TR EXCH TRD ALPHADEX FD II,FKO,525990.0,Q,A,R,33737J16,60074947,68264,3,6726,4,15,69,1,113,20110419,20191231,20110419,20191231,20110419,20191231,20110419,20191231,20110419,FKO,,,,,,,,
219,12654,53708,73,100,FDT,FIRST TR EXCH TRD ALPHADEX FD II,FDT,525990.0,Q,A,R,33737J17,60074947,68257,3,6726,4,33,203,1,176,20110419,20191231,20110419,20191231,20110419,20191231,20110419,20191231,20110419,FDT,,,,,,,,
220,12655,53708,73,100,FEM,FIRST TR EXCH TRD ALPHADEX FD II,FEM,525990.0,Q,A,R,33737J18,60074947,68258,3,6726,4,30,186,1,246,20110419,20191231,20110419,20191231,20110419,20191231,20110419,20191231,20110419,FEM,,,,,,,,
221,12656,52257,73,100,FNY,FIRST TR EXCH TRD ALPHADEX FD,FNY,525990.0,Q,A,R,33737M10,2003708,68254,3,6726,3,23,190,1,124,20110420,20191231,20110420,20191231,20110420,20191231,20110420,20191231,20110420,FNY,,,,,,,,
222,12657,52257,73,100,FNK,FIRST TR EXCH TRD ALPHADEX FD,FNK,525990.0,Q,A,R,33737M20,2003708,68253,3,6726,3,32,66,1,103,20110420,20191231,20110420,20191231,20110420,20191231,20110420,20191231,20110420,FNK,,,,,,,,
